Season,Region,County,CDC Week,Week Ending Date,Age Group,Case Count,Hospitalization Count,Coordinate,FIPS
2023-2024,CENTRAL,ONONDAGA,52,12/30/2023,50-64,86,17,"(43.0065299, -76.1961167)",36067
2023-2024,CENTRAL,ONONDAGA,52,12/30/2023,65+,84,33,"(43.0065299, -76.1961167)",36067
2023-2024,WESTERN,ONTARIO,40,10/07/2023,18-49,1,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,41,10/14/2023,18-49,4,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,41,10/14/2023,50-64,1,1,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,42,10/21/2023,5-17,1,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,42,10/21/2023,50-64,1,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,43,10/28/2023,50-64,1,1,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,45,11/11/2023,5-17,1,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,45,11/11/2023,65+,1,1,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,46,11/18/2023,0-4,2,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,46,11/18/2023,5-17,2,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,46,11/18/2023,18-49,3,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,46,11/18/2023,50-64,4,1,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,46,11/18/2023,65+,3,1,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,47,11/25/2023,0-4,1,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,47,11/25/2023,5-17,2,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,47,11/25/2023,18-49,1,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,47,11/25/2023,50-64,4,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,48,12/02/2023,0-4,2,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,48,12/02/2023,5-17,5,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,48,12/02/2023,18-49,10,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,48,12/02/2023,50-64,4,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,48,12/02/2023,65+,3,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,49,12/09/2023,0-4,2,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,49,12/09/2023,5-17,13,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,49,12/09/2023,18-49,13,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,49,12/09/2023,50-64,6,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,49,12/09/2023,65+,5,1,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,50,12/16/2023,0-4,6,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,50,12/16/2023,5-17,21,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,50,12/16/2023,18-49,28,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,50,12/16/2023,50-64,11,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,50,12/16/2023,65+,8,1,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,51,12/23/2023,0-4,10,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,51,12/23/2023,5-17,41,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,51,12/23/2023,18-49,46,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,51,12/23/2023,50-64,35,4,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,51,12/23/2023,65+,22,8,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,52,12/30/2023,0-4,7,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,52,12/30/2023,5-17,22,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,52,12/30/2023,18-49,39,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,52,12/30/2023,50-64,28,4,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,52,12/30/2023,65+,21,9,"(42.8566949, -77.3032768)",36069
2023-2024,METRO,ORANGE,40,10/07/2023,0-4,4,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,40,10/07/2023,5-17,5,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,40,10/07/2023,18-49,5,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,40,10/07/2023,50-64,3,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,40,10/07/2023,65+,2,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,41,10/14/2023,0-4,2,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,41,10/14/2023,5-17,8,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,41,10/14/2023,18-49,6,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,41,10/14/2023,50-64,3,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,42,10/21/2023,0-4,5,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,42,10/21/2023,5-17,6,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,42,10/21/2023,18-49,6,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,42,10/21/2023,50-64,5,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,42,10/21/2023,65+,1,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,43,10/28/2023,0-4,4,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,43,10/28/2023,5-17,9,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,43,10/28/2023,18-49,10,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,43,10/28/2023,50-64,5,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,43,10/28/2023,65+,1,1,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,44,11/04/2023,0-4,4,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,44,11/04/2023,5-17,8,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,44,11/04/2023,18-49,10,2,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,44,11/04/2023,50-64,2,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,44,11/04/2023,65+,2,1,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,45,11/11/2023,0-4,17,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,45,11/11/2023,5-17,22,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,45,11/11/2023,18-49,17,1,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,45,11/11/2023,50-64,13,2,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,45,11/11/2023,65+,1,1,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,46,11/18/2023,0-4,14,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,46,11/18/2023,5-17,32,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,46,11/18/2023,18-49,31,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,46,11/18/2023,50-64,8,1,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,46,11/18/2023,65+,11,2,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,47,11/25/2023,0-4,13,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,47,11/25/2023,5-17,40,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,47,11/25/2023,18-49,44,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,47,11/25/2023,50-64,20,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,47,11/25/2023,65+,8,2,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,48,12/02/2023,0-4,17,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,48,12/02/2023,5-17,65,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,48,12/02/2023,18-49,76,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,48,12/02/2023,50-64,28,1,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,48,12/02/2023,65+,20,8,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,49,12/09/2023,0-4,58,1,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,49,12/09/2023,5-17,149,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,49,12/09/2023,18-49,123,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,49,12/09/2023,50-64,61,2,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,49,12/09/2023,65+,26,5,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,50,12/16/2023,0-4,107,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,50,12/16/2023,5-17,243,1,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,50,12/16/2023,18-49,231,4,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,50,12/16/2023,50-64,72,8,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,50,12/16/2023,65+,42,13,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,51,12/23/2023,0-4,108,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,51,12/23/2023,5-17,340,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,51,12/23/2023,18-49,258,4,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,51,12/23/2023,50-64,120,11,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,51,12/23/2023,65+,70,22,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,52,12/30/2023,0-4,101,1,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,52,12/30/2023,5-17,237,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,52,12/30/2023,18-49,364,7,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,52,12/30/2023,50-64,143,17,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,52,12/30/2023,65+,90,15,"(41.4024096, -74.3062522)",36071
2023-2024,WESTERN,ORLEANS,40,10/07/2023,50-64,1,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,45,11/11/2023,18-49,1,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,46,11/18/2023,65+,1,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,47,11/25/2023,5-17,1,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,47,11/25/2023,50-64,1,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,47,11/25/2023,65+,1,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,48,12/02/2023,5-17,1,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,48,12/02/2023,18-49,5,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,48,12/02/2023,50-64,1,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,48,12/02/2023,65+,2,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,49,12/09/2023,0-4,1,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,49,12/09/2023,5-17,1,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,49,12/09/2023,18-49,1,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,49,12/09/2023,50-64,1,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,49,12/09/2023,65+,1,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,50,12/16/2023,0-4,2,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,50,12/16/2023,5-17,3,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,50,12/16/2023,18-49,2,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,50,12/16/2023,50-64,5,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,50,12/16/2023,65+,1,1,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,51,12/23/2023,0-4,4,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,51,12/23/2023,5-17,12,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,51,12/23/2023,18-49,12,2,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,51,12/23/2023,50-64,6,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,51,12/23/2023,65+,9,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,52,12/30/2023,0-4,6,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,52,12/30/2023,5-17,5,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,52,12/30/2023,18-49,14,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,52,12/30/2023,50-64,11,1,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,52,12/30/2023,65+,6,2,"(43.209007, -78.254897)",36073
2023-2024,CENTRAL,OSWEGO,40,10/07/2023,5-17,1,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,41,10/14/2023,18-49,1,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,45,11/11/2023,0-4,1,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,45,11/11/2023,5-17,3,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,45,11/11/2023,65+,1,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,46,11/18/2023,0-4,3,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,46,11/18/2023,5-17,1,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,46,11/18/2023,18-49,1,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,46,11/18/2023,50-64,1,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,46,11/18/2023,65+,1,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,47,11/25/2023,0-4,2,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,47,11/25/2023,5-17,4,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,47,11/25/2023,18-49,2,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,47,11/25/2023,50-64,2,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,48,12/02/2023,0-4,2,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,48,12/02/2023,5-17,3,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,48,12/02/2023,18-49,7,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,48,12/02/2023,50-64,3,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,49,12/09/2023,5-17,3,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,49,12/09/2023,18-49,13,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,49,12/09/2023,50-64,2,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,49,12/09/2023,65+,2,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,50,12/16/2023,0-4,5,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,50,12/16/2023,5-17,32,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,50,12/16/2023,18-49,12,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,50,12/16/2023,50-64,10,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,50,12/16/2023,65+,6,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,51,12/23/2023,0-4,11,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,51,12/23/2023,5-17,54,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,51,12/23/2023,18-49,31,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,51,12/23/2023,50-64,18,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,51,12/23/2023,65+,13,1,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,52,12/30/2023,0-4,24,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,52,12/30/2023,5-17,30,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,52,12/30/2023,18-49,49,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,52,12/30/2023,50-64,22,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,52,12/30/2023,65+,25,0,"(43.4614428, -76.209258)",36075
2023-2024,CAPITAL DISTRICT,OTSEGO,40,10/07/2023,5-17,1,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,41,10/14/2023,5-17,1,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,42,10/21/2023,5-17,1,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,42,10/21/2023,50-64,1,1,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,43,10/28/2023,18-49,1,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,43,10/28/2023,65+,1,2,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,44,11/04/2023,5-17,1,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,45,11/11/2023,18-49,1,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,45,11/11/2023,65+,1,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,46,11/18/2023,0-4,1,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,46,11/18/2023,18-49,1,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,47,11/25/2023,5-17,1,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,47,11/25/2023,18-49,2,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,47,11/25/2023,50-64,1,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,48,12/02/2023,0-4,1,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,48,12/02/2023,5-17,3,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,48,12/02/2023,18-49,6,1,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,48,12/02/2023,50-64,3,3,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,48,12/02/2023,65+,3,1,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,49,12/09/2023,0-4,4,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,49,12/09/2023,5-17,4,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,49,12/09/2023,18-49,9,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,49,12/09/2023,50-64,4,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,49,12/09/2023,65+,3,1,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,50,12/16/2023,0-4,4,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,50,12/16/2023,5-17,12,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,50,12/16/2023,18-49,19,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,50,12/16/2023,50-64,5,2,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,50,12/16/2023,65+,7,3,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,51,12/23/2023,0-4,6,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,51,12/23/2023,5-17,17,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,51,12/23/2023,18-49,9,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,51,12/23/2023,50-64,1,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,51,12/23/2023,65+,5,3,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,52,12/30/2023,0-4,6,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,52,12/30/2023,5-17,10,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,52,12/30/2023,18-49,14,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,52,12/30/2023,50-64,5,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,52,12/30/2023,65+,9,6,"(42.6297762, -75.028841)",36077
2023-2024,METRO,PUTNAM,40,10/07/2023,50-64,3,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,40,10/07/2023,65+,1,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,41,10/14/2023,18-49,1,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,41,10/14/2023,50-64,5,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,42,10/21/2023,5-17,1,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,42,10/21/2023,18-49,2,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,42,10/21/2023,50-64,2,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,42,10/21/2023,65+,1,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,43,10/28/2023,0-4,2,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,43,10/28/2023,5-17,2,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,43,10/28/2023,18-49,1,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,44,11/04/2023,0-4,1,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,44,11/04/2023,5-17,7,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,44,11/04/2023,18-49,3,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,44,11/04/2023,65+,1,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,45,11/11/2023,0-4,1,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,45,11/11/2023,5-17,7,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,45,11/11/2023,18-49,4,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,45,11/11/2023,50-64,4,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,45,11/11/2023,65+,2,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,46,11/18/2023,0-4,4,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,46,11/18/2023,5-17,8,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,46,11/18/2023,18-49,6,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,46,11/18/2023,50-64,5,1,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,46,11/18/2023,65+,3,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,47,11/25/2023,0-4,2,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,47,11/25/2023,5-17,4,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,47,11/25/2023,18-49,12,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,47,11/25/2023,50-64,9,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,47,11/25/2023,65+,1,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,48,12/02/2023,0-4,8,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,48,12/02/2023,5-17,20,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,48,12/02/2023,18-49,20,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,48,12/02/2023,50-64,15,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,48,12/02/2023,65+,9,1,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,49,12/09/2023,0-4,14,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,49,12/09/2023,5-17,27,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,49,12/09/2023,18-49,24,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,49,12/09/2023,50-64,10,1,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,49,12/09/2023,65+,11,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,50,12/16/2023,0-4,10,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,50,12/16/2023,5-17,45,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,50,12/16/2023,18-49,19,0,"(41.4351, -73.7949)",36079
