Season,Region,County,CDC Week,Week Ending Date,Age Group,Case Count,Hospitalization Count,Coordinate,FIPS
2023-2024,WESTERN,CHEMUNG,48,12/02/2023,18-49,13,1,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,48,12/02/2023,50-64,8,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,48,12/02/2023,65+,6,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,49,12/09/2023,0-4,7,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,49,12/09/2023,5-17,16,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,49,12/09/2023,18-49,18,1,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,49,12/09/2023,50-64,8,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,49,12/09/2023,65+,4,2,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,50,12/16/2023,0-4,1,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,50,12/16/2023,5-17,18,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,50,12/16/2023,18-49,10,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,50,12/16/2023,50-64,2,1,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,50,12/16/2023,65+,1,1,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,51,12/23/2023,0-4,7,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,51,12/23/2023,5-17,13,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,51,12/23/2023,18-49,24,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,51,12/23/2023,50-64,12,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,51,12/23/2023,65+,5,1,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,52,12/30/2023,0-4,14,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,52,12/30/2023,5-17,4,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,52,12/30/2023,18-49,22,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,52,12/30/2023,50-64,20,3,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,52,12/30/2023,65+,9,4,"(42.1552807, -76.7471788)",36015
2023-2024,CENTRAL,CHENANGO,42,10/21/2023,18-49,1,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,43,10/28/2023,18-49,1,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,43,10/28/2023,65+,1,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,44,11/04/2023,18-49,1,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,45,11/11/2023,0-4,1,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,45,11/11/2023,5-17,1,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,45,11/11/2023,18-49,1,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,45,11/11/2023,65+,1,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,48,12/02/2023,18-49,1,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,49,12/09/2023,0-4,2,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,49,12/09/2023,18-49,2,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,49,12/09/2023,50-64,1,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,49,12/09/2023,65+,2,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,50,12/16/2023,5-17,8,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,50,12/16/2023,18-49,2,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,50,12/16/2023,65+,1,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,51,12/23/2023,0-4,7,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,51,12/23/2023,5-17,32,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,51,12/23/2023,18-49,9,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,51,12/23/2023,50-64,2,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,51,12/23/2023,65+,4,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,52,12/30/2023,0-4,10,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,52,12/30/2023,5-17,26,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,52,12/30/2023,18-49,18,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,52,12/30/2023,50-64,5,0,"(42.489732, -75.6049051)",36017
2023-2024,CENTRAL,CHENANGO,52,12/30/2023,65+,12,0,"(42.489732, -75.6049051)",36017
2023-2024,CAPITAL DISTRICT,CLINTON,40,10/07/2023,0-4,3,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,40,10/07/2023,5-17,3,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,40,10/07/2023,18-49,3,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,40,10/07/2023,50-64,1,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,40,10/07/2023,65+,1,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,41,10/14/2023,0-4,2,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,41,10/14/2023,18-49,1,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,41,10/14/2023,50-64,1,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,42,10/21/2023,5-17,1,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,42,10/21/2023,18-49,3,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,42,10/21/2023,50-64,2,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,42,10/21/2023,65+,3,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,43,10/28/2023,5-17,2,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,43,10/28/2023,50-64,1,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,44,11/04/2023,5-17,2,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,45,11/11/2023,0-4,1,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,45,11/11/2023,5-17,3,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,45,11/11/2023,65+,2,2,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,46,11/18/2023,0-4,1,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,46,11/18/2023,18-49,1,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,46,11/18/2023,65+,1,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,47,11/25/2023,0-4,1,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,47,11/25/2023,18-49,1,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,48,12/02/2023,0-4,1,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,48,12/02/2023,5-17,4,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,48,12/02/2023,18-49,8,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,48,12/02/2023,50-64,2,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,48,12/02/2023,65+,1,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,49,12/09/2023,0-4,3,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,49,12/09/2023,5-17,4,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,49,12/09/2023,18-49,9,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,49,12/09/2023,65+,4,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,50,12/16/2023,0-4,3,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,50,12/16/2023,5-17,3,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,50,12/16/2023,18-49,3,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,50,12/16/2023,50-64,8,1,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,50,12/16/2023,65+,6,2,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,51,12/23/2023,0-4,4,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,51,12/23/2023,5-17,3,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,51,12/23/2023,18-49,10,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,51,12/23/2023,50-64,7,4,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,51,12/23/2023,65+,2,1,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,52,12/30/2023,0-4,12,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,52,12/30/2023,5-17,9,1,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,52,12/30/2023,18-49,9,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,52,12/30/2023,50-64,6,1,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,CLINTON,52,12/30/2023,65+,3,0,"(44.7527103, -73.7056478)",36019
2023-2024,CAPITAL DISTRICT,COLUMBIA,40,10/07/2023,0-4,1,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,41,10/14/2023,0-4,1,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,41,10/14/2023,50-64,1,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,41,10/14/2023,65+,1,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,44,11/04/2023,0-4,1,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,45,11/11/2023,0-4,2,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,45,11/11/2023,65+,1,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,46,11/18/2023,0-4,1,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,46,11/18/2023,50-64,1,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,47,11/25/2023,5-17,1,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,48,12/02/2023,0-4,1,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,48,12/02/2023,18-49,2,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,48,12/02/2023,50-64,2,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,48,12/02/2023,65+,3,1,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,49,12/09/2023,5-17,1,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,49,12/09/2023,18-49,1,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,49,12/09/2023,50-64,1,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,49,12/09/2023,65+,1,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,50,12/16/2023,0-4,1,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,50,12/16/2023,5-17,2,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,50,12/16/2023,18-49,2,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,50,12/16/2023,50-64,3,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,50,12/16/2023,65+,1,1,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,51,12/23/2023,5-17,5,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,51,12/23/2023,18-49,4,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,51,12/23/2023,50-64,4,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,51,12/23/2023,65+,2,1,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,52,12/30/2023,0-4,1,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,52,12/30/2023,5-17,5,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,52,12/30/2023,18-49,9,0,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,52,12/30/2023,50-64,6,1,"(42.2477286, -73.6268046)",36021
2023-2024,CAPITAL DISTRICT,COLUMBIA,52,12/30/2023,65+,6,1,"(42.2477286, -73.6268046)",36021
2023-2024,CENTRAL,CORTLAND,42,10/21/2023,5-17,1,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,43,10/28/2023,18-49,1,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,44,11/04/2023,18-49,1,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,44,11/04/2023,65+,1,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,45,11/11/2023,18-49,2,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,45,11/11/2023,50-64,1,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,47,11/25/2023,18-49,1,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,48,12/02/2023,18-49,1,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,48,12/02/2023,50-64,1,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,49,12/09/2023,5-17,3,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,49,12/09/2023,18-49,6,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,49,12/09/2023,65+,3,1,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,50,12/16/2023,5-17,3,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,50,12/16/2023,18-49,3,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,50,12/16/2023,50-64,4,1,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,50,12/16/2023,65+,1,2,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,51,12/23/2023,0-4,4,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,51,12/23/2023,5-17,6,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,51,12/23/2023,18-49,3,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,51,12/23/2023,50-64,2,1,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,51,12/23/2023,65+,2,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,52,12/30/2023,0-4,8,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,52,12/30/2023,5-17,15,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,52,12/30/2023,18-49,20,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,52,12/30/2023,50-64,9,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,52,12/30/2023,65+,8,0,"(42.5938237, -76.0762647)",36023
2023-2024,CAPITAL DISTRICT,DELAWARE,40,10/07/2023,65+,1,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,41,10/14/2023,0-4,1,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,42,10/21/2023,5-17,1,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,42,10/21/2023,65+,2,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,43,10/28/2023,0-4,2,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,44,11/04/2023,50-64,1,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,44,11/04/2023,65+,1,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,45,11/11/2023,5-17,1,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,45,11/11/2023,18-49,1,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,46,11/18/2023,0-4,1,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,47,11/25/2023,18-49,2,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,47,11/25/2023,50-64,3,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,47,11/25/2023,65+,2,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,48,12/02/2023,5-17,2,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,48,12/02/2023,18-49,6,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,48,12/02/2023,50-64,2,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,48,12/02/2023,65+,2,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,49,12/09/2023,0-4,6,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,49,12/09/2023,5-17,6,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,49,12/09/2023,18-49,2,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,49,12/09/2023,50-64,3,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,49,12/09/2023,65+,3,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,50,12/16/2023,0-4,8,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,50,12/16/2023,5-17,10,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,50,12/16/2023,18-49,7,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,50,12/16/2023,50-64,3,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,50,12/16/2023,65+,2,1,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,51,12/23/2023,0-4,2,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,51,12/23/2023,5-17,7,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,51,12/23/2023,18-49,4,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,51,12/23/2023,50-64,5,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,51,12/23/2023,65+,7,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,52,12/30/2023,0-4,5,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,52,12/30/2023,5-17,15,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,52,12/30/2023,18-49,12,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,52,12/30/2023,50-64,3,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,52,12/30/2023,65+,10,1,"(42.1939865, -74.966728)",36025
2023-2024,METRO,DUTCHESS,40,10/07/2023,5-17,1,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,40,10/07/2023,18-49,2,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,40,10/07/2023,50-64,1,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,40,10/07/2023,65+,3,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,41,10/14/2023,5-17,3,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,41,10/14/2023,18-49,1,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,41,10/14/2023,50-64,3,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,41,10/14/2023,65+,1,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,42,10/21/2023,0-4,1,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,42,10/21/2023,5-17,3,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,42,10/21/2023,50-64,5,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,42,10/21/2023,65+,6,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,43,10/28/2023,0-4,1,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,43,10/28/2023,5-17,2,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,43,10/28/2023,50-64,1,1,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,43,10/28/2023,65+,2,2,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,44,11/04/2023,0-4,4,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,44,11/04/2023,5-17,1,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,44,11/04/2023,18-49,1,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,44,11/04/2023,50-64,3,1,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,45,11/11/2023,0-4,4,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,45,11/11/2023,18-49,3,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,45,11/11/2023,50-64,3,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,45,11/11/2023,65+,3,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,46,11/18/2023,0-4,4,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,46,11/18/2023,5-17,8,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,46,11/18/2023,18-49,11,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,46,11/18/2023,50-64,8,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,46,11/18/2023,65+,2,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,47,11/25/2023,0-4,3,1,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,47,11/25/2023,5-17,13,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,47,11/25/2023,18-49,14,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,47,11/25/2023,50-64,7,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,47,11/25/2023,65+,8,1,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,48,12/02/2023,0-4,12,1,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,48,12/02/2023,5-17,30,1,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,48,12/02/2023,18-49,23,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,48,12/02/2023,50-64,12,1,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,48,12/02/2023,65+,7,3,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,49,12/09/2023,0-4,15,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,49,12/09/2023,5-17,54,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,49,12/09/2023,18-49,52,1,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,49,12/09/2023,50-64,26,3,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,49,12/09/2023,65+,20,3,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,50,12/16/2023,0-4,21,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,50,12/16/2023,5-17,77,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,50,12/16/2023,18-49,106,4,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,50,12/16/2023,50-64,31,2,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,50,12/16/2023,65+,26,5,"(41.7550085, -73.7399512)",36027
