Season,Region,County,CDC Week,Week Ending Date,Count,Age Group
2021 - 2022,METRO,NASSAU,1,01/08/2022,0,0-4
2021 - 2022,METRO,NASSAU,1,01/08/2022,0,5-17
2021 - 2022,METRO,NASSAU,1,01/08/2022,0,18-49
2021 - 2022,METRO,NASSAU,1,01/08/2022,1,50-64
2021 - 2022,METRO,NASSAU,1,01/08/2022,5,65+
2021 - 2022,METRO,NASSAU,2,01/15/2022,2,0-4
2021 - 2022,METRO,NASSAU,2,01/15/2022,0,5-17
2021 - 2022,METRO,NASSAU,2,01/15/2022,2,18-49
2021 - 2022,METRO,NASSAU,2,01/15/2022,0,50-64
2021 - 2022,METRO,NASSAU,2,01/15/2022,8,65+
2021 - 2022,METRO,NASSAU,3,01/22/2022,0,0-4
2021 - 2022,METRO,NASSAU,3,01/22/2022,0,5-17
2021 - 2022,METRO,NASSAU,3,01/22/2022,0,18-49
2021 - 2022,METRO,NASSAU,3,01/22/2022,0,50-64
2021 - 2022,METRO,NASSAU,3,01/22/2022,3,65+
2021 - 2022,METRO,NASSAU,4,01/29/2022,0,0-4
2021 - 2022,METRO,NASSAU,4,01/29/2022,0,5-17
2021 - 2022,METRO,NASSAU,4,01/29/2022,2,18-49
2021 - 2022,METRO,NASSAU,4,01/29/2022,1,50-64
2021 - 2022,METRO,NASSAU,4,01/29/2022,0,65+
2021 - 2022,METRO,NASSAU,5,02/05/2022,1,0-4
2021 - 2022,METRO,NASSAU,5,02/05/2022,0,5-17
2021 - 2022,METRO,NASSAU,5,02/05/2022,0,18-49
2021 - 2022,METRO,NASSAU,5,02/05/2022,0,50-64
2021 - 2022,METRO,NASSAU,5,02/05/2022,1,65+
2021 - 2022,METRO,NASSAU,6,02/12/2022,0,0-4
2021 - 2022,METRO,NASSAU,6,02/12/2022,0,5-17
2021 - 2022,METRO,NASSAU,6,02/12/2022,0,18-49
2021 - 2022,METRO,NASSAU,6,02/12/2022,0,50-64
2021 - 2022,METRO,NASSAU,6,02/12/2022,3,65+
2021 - 2022,METRO,NASSAU,7,02/19/2022,0,0-4
2021 - 2022,METRO,NASSAU,7,02/19/2022,0,5-17
2021 - 2022,METRO,NASSAU,7,02/19/2022,3,18-49
2021 - 2022,METRO,NASSAU,7,02/19/2022,0,50-64
2021 - 2022,METRO,NASSAU,7,02/19/2022,2,65+
2021 - 2022,METRO,NASSAU,8,02/26/2022,0,0-4
2021 - 2022,METRO,NASSAU,8,02/26/2022,0,5-17
2021 - 2022,METRO,NASSAU,8,02/26/2022,0,18-49
2021 - 2022,METRO,NASSAU,8,02/26/2022,2,50-64
2021 - 2022,METRO,NASSAU,8,02/26/2022,8,65+
2021 - 2022,METRO,NASSAU,9,03/05/2022,0,0-4
2021 - 2022,METRO,NASSAU,9,03/05/2022,0,5-17
2021 - 2022,METRO,NASSAU,9,03/05/2022,3,18-49
2021 - 2022,METRO,NASSAU,9,03/05/2022,2,50-64
2021 - 2022,METRO,NASSAU,9,03/05/2022,8,65+
2021 - 2022,METRO,NASSAU,10,03/12/2022,0,0-4
2021 - 2022,METRO,NASSAU,10,03/12/2022,1,5-17
2021 - 2022,METRO,NASSAU,10,03/12/2022,0,18-49
2021 - 2022,METRO,NASSAU,10,03/12/2022,1,50-64
2021 - 2022,METRO,NASSAU,10,03/12/2022,8,65+
2021 - 2022,METRO,NASSAU,11,03/19/2022,1,0-4
2021 - 2022,METRO,NASSAU,11,03/19/2022,1,5-17
2021 - 2022,METRO,NASSAU,11,03/19/2022,1,18-49
2021 - 2022,METRO,NASSAU,11,03/19/2022,1,50-64
2021 - 2022,METRO,NASSAU,11,03/19/2022,7,65+
2021 - 2022,METRO,NASSAU,12,03/26/2022,0,0-4
2021 - 2022,METRO,NASSAU,12,03/26/2022,1,5-17
2021 - 2022,METRO,NASSAU,12,03/26/2022,0,18-49
2021 - 2022,METRO,NASSAU,12,03/26/2022,6,50-64
2021 - 2022,METRO,NASSAU,12,03/26/2022,9,65+
2021 - 2022,METRO,NASSAU,13,04/02/2022,0,0-4
2021 - 2022,METRO,NASSAU,13,04/02/2022,1,5-17
2021 - 2022,METRO,NASSAU,13,04/02/2022,2,18-49
2021 - 2022,METRO,NASSAU,13,04/02/2022,4,50-64
2021 - 2022,METRO,NASSAU,13,04/02/2022,12,65+
2021 - 2022,METRO,NASSAU,14,04/09/2022,1,0-4
2021 - 2022,METRO,NASSAU,14,04/09/2022,2,5-17
2021 - 2022,METRO,NASSAU,14,04/09/2022,11,18-49
2021 - 2022,METRO,NASSAU,14,04/09/2022,2,50-64
2021 - 2022,METRO,NASSAU,14,04/09/2022,20,65+
2021 - 2022,METRO,NASSAU,15,04/16/2022,0,0-4
2021 - 2022,METRO,NASSAU,15,04/16/2022,0,5-17
2021 - 2022,METRO,NASSAU,15,04/16/2022,12,18-49
2021 - 2022,METRO,NASSAU,15,04/16/2022,6,50-64
2021 - 2022,METRO,NASSAU,15,04/16/2022,21,65+
2021 - 2022,METRO,NASSAU,16,04/23/2022,1,0-4
2021 - 2022,METRO,NASSAU,16,04/23/2022,3,5-17
2021 - 2022,METRO,NASSAU,16,04/23/2022,10,18-49
2021 - 2022,METRO,NASSAU,16,04/23/2022,3,50-64
2021 - 2022,METRO,NASSAU,16,04/23/2022,32,65+
2021 - 2022,METRO,NASSAU,17,04/30/2022,2,0-4
2021 - 2022,METRO,NASSAU,17,04/30/2022,1,5-17
2021 - 2022,METRO,NASSAU,17,04/30/2022,7,18-49
2021 - 2022,METRO,NASSAU,17,04/30/2022,4,50-64
2021 - 2022,METRO,NASSAU,17,04/30/2022,34,65+
2021 - 2022,METRO,NASSAU,18,05/07/2022,2,0-4
2021 - 2022,METRO,NASSAU,18,05/07/2022,0,5-17
2021 - 2022,METRO,NASSAU,18,05/07/2022,4,18-49
2021 - 2022,METRO,NASSAU,18,05/07/2022,13,50-64
2021 - 2022,METRO,NASSAU,18,05/07/2022,36,65+
2021 - 2022,METRO,NASSAU,19,05/14/2022,2,0-4
2021 - 2022,METRO,NASSAU,19,05/14/2022,2,5-17
2021 - 2022,METRO,NASSAU,19,05/14/2022,7,18-49
2021 - 2022,METRO,NASSAU,19,05/14/2022,4,50-64
2021 - 2022,METRO,NASSAU,19,05/14/2022,15,65+
2021 - 2022,METRO,NASSAU,20,05/21/2022,1,0-4
2021 - 2022,METRO,NASSAU,20,05/21/2022,1,5-17
2021 - 2022,METRO,NASSAU,20,05/21/2022,1,18-49
2021 - 2022,METRO,NASSAU,20,05/21/2022,3,50-64
2021 - 2022,METRO,NASSAU,20,05/21/2022,16,65+
2021 - 2022,METRO,NASSAU,21,05/28/2022,0,0-4
2021 - 2022,METRO,NASSAU,21,05/28/2022,2,5-17
2021 - 2022,METRO,NASSAU,21,05/28/2022,7,18-49
2021 - 2022,METRO,NASSAU,21,05/28/2022,1,50-64
2021 - 2022,METRO,NASSAU,21,05/28/2022,12,65+
2021 - 2022,METRO,NASSAU,22,06/04/2022,0,0-4
2021 - 2022,METRO,NASSAU,22,06/04/2022,0,5-17
2021 - 2022,METRO,NASSAU,22,06/04/2022,4,18-49
2021 - 2022,METRO,NASSAU,22,06/04/2022,3,50-64
2021 - 2022,METRO,NASSAU,22,06/04/2022,10,65+
2021 - 2022,METRO,NASSAU,23,06/11/2022,1,0-4
2021 - 2022,METRO,NASSAU,23,06/11/2022,1,5-17
2021 - 2022,METRO,NASSAU,23,06/11/2022,2,18-49
2021 - 2022,METRO,NASSAU,23,06/11/2022,2,50-64
2021 - 2022,METRO,NASSAU,23,06/11/2022,4,65+
2021 - 2022,METRO,NASSAU,24,06/18/2022,0,0-4
2021 - 2022,METRO,NASSAU,24,06/18/2022,0,5-17
2021 - 2022,METRO,NASSAU,24,06/18/2022,2,18-49
2021 - 2022,METRO,NASSAU,24,06/18/2022,0,50-64
2021 - 2022,METRO,NASSAU,24,06/18/2022,5,65+
2021 - 2022,METRO,NASSAU,25,06/25/2022,0,0-4
2021 - 2022,METRO,NASSAU,25,06/25/2022,0,5-17
2021 - 2022,METRO,NASSAU,25,06/25/2022,1,18-49
2021 - 2022,METRO,NASSAU,25,06/25/2022,2,50-64
2021 - 2022,METRO,NASSAU,25,06/25/2022,0,65+
2021 - 2022,METRO,ORANGE,40,10/09/2021,0,0-4
2021 - 2022,METRO,ORANGE,40,10/09/2021,0,5-17
2021 - 2022,METRO,ORANGE,40,10/09/2021,0,18-49
2021 - 2022,METRO,ORANGE,40,10/09/2021,0,50-64
2021 - 2022,METRO,ORANGE,40,10/09/2021,0,65+
2021 - 2022,METRO,ORANGE,41,10/16/2021,0,0-4
2021 - 2022,METRO,ORANGE,41,10/16/2021,0,5-17
2021 - 2022,METRO,ORANGE,41,10/16/2021,0,18-49
2021 - 2022,METRO,ORANGE,41,10/16/2021,0,50-64
2021 - 2022,METRO,ORANGE,41,10/16/2021,0,65+
2021 - 2022,METRO,ORANGE,42,10/23/2021,0,0-4
2021 - 2022,METRO,ORANGE,42,10/23/2021,0,5-17
2021 - 2022,METRO,ORANGE,42,10/23/2021,0,18-49
2021 - 2022,METRO,ORANGE,42,10/23/2021,0,50-64
2021 - 2022,METRO,ORANGE,42,10/23/2021,0,65+
2021 - 2022,METRO,ORANGE,43,10/30/2021,0,0-4
2021 - 2022,METRO,ORANGE,43,10/30/2021,0,5-17
2021 - 2022,METRO,ORANGE,43,10/30/2021,0,18-49
2021 - 2022,METRO,ORANGE,43,10/30/2021,0,50-64
2021 - 2022,METRO,ORANGE,43,10/30/2021,0,65+
2021 - 2022,METRO,ORANGE,44,11/06/2021,0,0-4
2021 - 2022,METRO,ORANGE,44,11/06/2021,0,5-17
2021 - 2022,METRO,ORANGE,44,11/06/2021,0,18-49
2021 - 2022,METRO,ORANGE,44,11/06/2021,0,50-64
2021 - 2022,METRO,ORANGE,44,11/06/2021,0,65+
2021 - 2022,METRO,ORANGE,45,11/13/2021,0,0-4
2021 - 2022,METRO,ORANGE,45,11/13/2021,0,5-17
2021 - 2022,METRO,ORANGE,45,11/13/2021,1,18-49
2021 - 2022,METRO,ORANGE,45,11/13/2021,0,50-64
2021 - 2022,METRO,ORANGE,45,11/13/2021,0,65+
2021 - 2022,METRO,ORANGE,46,11/20/2021,0,0-4
2021 - 2022,METRO,ORANGE,46,11/20/2021,0,5-17
2021 - 2022,METRO,ORANGE,46,11/20/2021,0,18-49
2021 - 2022,METRO,ORANGE,46,11/20/2021,0,50-64
2021 - 2022,METRO,ORANGE,46,11/20/2021,0,65+
2021 - 2022,METRO,ORANGE,47,11/27/2021,0,0-4
2021 - 2022,METRO,ORANGE,47,11/27/2021,0,5-17
2021 - 2022,METRO,ORANGE,47,11/27/2021,0,18-49
2021 - 2022,METRO,ORANGE,47,11/27/2021,1,50-64
2021 - 2022,METRO,ORANGE,47,11/27/2021,1,65+
2021 - 2022,METRO,ORANGE,48,12/04/2021,0,0-4
2021 - 2022,METRO,ORANGE,48,12/04/2021,0,5-17
2021 - 2022,METRO,ORANGE,48,12/04/2021,0,18-49
2021 - 2022,METRO,ORANGE,48,12/04/2021,0,50-64
2021 - 2022,METRO,ORANGE,48,12/04/2021,0,65+
2021 - 2022,METRO,ORANGE,49,12/11/2021,0,0-4
2021 - 2022,METRO,ORANGE,49,12/11/2021,0,5-17
2021 - 2022,METRO,ORANGE,49,12/11/2021,1,18-49
2021 - 2022,METRO,ORANGE,49,12/11/2021,1,50-64
2021 - 2022,METRO,ORANGE,49,12/11/2021,0,65+
2021 - 2022,METRO,ORANGE,50,12/18/2021,0,0-4
2021 - 2022,METRO,ORANGE,50,12/18/2021,0,5-17
2021 - 2022,METRO,ORANGE,50,12/18/2021,0,18-49
2021 - 2022,METRO,ORANGE,50,12/18/2021,0,50-64
2021 - 2022,METRO,ORANGE,50,12/18/2021,0,65+
2021 - 2022,METRO,ORANGE,51,12/25/2021,0,0-4
2021 - 2022,METRO,ORANGE,51,12/25/2021,0,5-17
2021 - 2022,METRO,ORANGE,51,12/25/2021,0,18-49
2021 - 2022,METRO,ORANGE,51,12/25/2021,3,50-64
2021 - 2022,METRO,ORANGE,51,12/25/2021,1,65+
2021 - 2022,METRO,ORANGE,52,01/01/2022,0,0-4
2021 - 2022,METRO,ORANGE,52,01/01/2022,0,5-17
2021 - 2022,METRO,ORANGE,52,01/01/2022,2,18-49
2021 - 2022,METRO,ORANGE,52,01/01/2022,0,50-64
2021 - 2022,METRO,ORANGE,52,01/01/2022,8,65+
2021 - 2022,METRO,ORANGE,1,01/08/2022,0,0-4
2021 - 2022,METRO,ORANGE,1,01/08/2022,0,5-17
2021 - 2022,METRO,ORANGE,1,01/08/2022,1,18-49
2021 - 2022,METRO,ORANGE,1,01/08/2022,2,50-64
2021 - 2022,METRO,ORANGE,1,01/08/2022,1,65+
2021 - 2022,METRO,ORANGE,2,01/15/2022,0,0-4
2021 - 2022,METRO,ORANGE,2,01/15/2022,0,5-17
2021 - 2022,METRO,ORANGE,2,01/15/2022,2,18-49
2021 - 2022,METRO,ORANGE,2,01/15/2022,0,50-64
2021 - 2022,METRO,ORANGE,2,01/15/2022,6,65+
2021 - 2022,METRO,ORANGE,3,01/22/2022,0,0-4
2021 - 2022,METRO,ORANGE,3,01/22/2022,0,5-17
2021 - 2022,METRO,ORANGE,3,01/22/2022,0,18-49
2021 - 2022,METRO,ORANGE,3,01/22/2022,0,50-64
2021 - 2022,METRO,ORANGE,3,01/22/2022,1,65+
2021 - 2022,METRO,ORANGE,4,01/29/2022,0,0-4
2021 - 2022,METRO,ORANGE,4,01/29/2022,0,5-17
2021 - 2022,METRO,ORANGE,4,01/29/2022,0,18-49
2021 - 2022,METRO,ORANGE,4,01/29/2022,0,50-64
2021 - 2022,METRO,ORANGE,4,01/29/2022,0,65+
2021 - 2022,METRO,ORANGE,5,02/05/2022,0,0-4
2021 - 2022,METRO,ORANGE,5,02/05/2022,0,5-17
2021 - 2022,METRO,ORANGE,5,02/05/2022,0,18-49
2021 - 2022,METRO,ORANGE,5,02/05/2022,0,50-64
2021 - 2022,METRO,ORANGE,5,02/05/2022,0,65+
2021 - 2022,METRO,ORANGE,6,02/12/2022,0,0-4
2021 - 2022,METRO,ORANGE,6,02/12/2022,0,5-17
2021 - 2022,METRO,ORANGE,6,02/12/2022,0,18-49
2021 - 2022,METRO,ORANGE,6,02/12/2022,0,50-64
2021 - 2022,METRO,ORANGE,6,02/12/2022,0,65+
2021 - 2022,METRO,ORANGE,7,02/19/2022,0,0-4
2021 - 2022,METRO,ORANGE,7,02/19/2022,0,5-17
2021 - 2022,METRO,ORANGE,7,02/19/2022,0,18-49
2021 - 2022,METRO,ORANGE,7,02/19/2022,0,50-64
2021 - 2022,METRO,ORANGE,7,02/19/2022,0,65+
2021 - 2022,METRO,ORANGE,8,02/26/2022,0,0-4
2021 - 2022,METRO,ORANGE,8,02/26/2022,0,5-17
2021 - 2022,METRO,ORANGE,8,02/26/2022,0,18-49
2021 - 2022,METRO,ORANGE,8,02/26/2022,0,50-64
2021 - 2022,METRO,ORANGE,8,02/26/2022,1,65+
2021 - 2022,METRO,ORANGE,9,03/05/2022,0,0-4
2021 - 2022,METRO,ORANGE,9,03/05/2022,0,5-17
2021 - 2022,METRO,ORANGE,9,03/05/2022,0,18-49
2021 - 2022,METRO,ORANGE,9,03/05/2022,0,50-64
2021 - 2022,METRO,ORANGE,9,03/05/2022,0,65+
2021 - 2022,METRO,ORANGE,10,03/12/2022,0,0-4
2021 - 2022,METRO,ORANGE,10,03/12/2022,0,5-17
2021 - 2022,METRO,ORANGE,10,03/12/2022,0,18-49
2021 - 2022,METRO,ORANGE,10,03/12/2022,0,50-64
2021 - 2022,METRO,ORANGE,10,03/12/2022,1,65+
2021 - 2022,METRO,ORANGE,11,03/19/2022,0,0-4
2021 - 2022,METRO,ORANGE,11,03/19/2022,0,5-17
2021 - 2022,METRO,ORANGE,11,03/19/2022,0,18-49
2021 - 2022,METRO,ORANGE,11,03/19/2022,1,50-64
2021 - 2022,METRO,ORANGE,11,03/19/2022,0,65+
2021 - 2022,METRO,ORANGE,12,03/26/2022,0,0-4
2021 - 2022,METRO,ORANGE,12,03/26/2022,0,5-17
2021 - 2022,METRO,ORANGE,12,03/26/2022,1,18-49
2021 - 2022,METRO,ORANGE,12,03/26/2022,0,50-64
2021 - 2022,METRO,ORANGE,12,03/26/2022,5,65+
2021 - 2022,METRO,ORANGE,13,04/02/2022,0,0-4
2021 - 2022,METRO,ORANGE,13,04/02/2022,0,5-17
2021 - 2022,METRO,ORANGE,13,04/02/2022,1,18-49
2021 - 2022,METRO,ORANGE,13,04/02/2022,0,50-64
2021 - 2022,METRO,ORANGE,13,04/02/2022,3,65+
2021 - 2022,METRO,ORANGE,14,04/09/2022,0,0-4
2021 - 2022,METRO,ORANGE,14,04/09/2022,1,5-17
2021 - 2022,METRO,ORANGE,14,04/09/2022,1,18-49
2021 - 2022,METRO,ORANGE,14,04/09/2022,0,50-64
2021 - 2022,METRO,ORANGE,14,04/09/2022,0,65+
2021 - 2022,METRO,ORANGE,15,04/16/2022,0,0-4
2021 - 2022,METRO,ORANGE,15,04/16/2022,0,5-17
2021 - 2022,METRO,ORANGE,15,04/16/2022,2,18-49
2021 - 2022,METRO,ORANGE,15,04/16/2022,0,50-64
2021 - 2022,METRO,ORANGE,15,04/16/2022,0,65+
2021 - 2022,METRO,ORANGE,16,04/23/2022,0,0-4
2021 - 2022,METRO,ORANGE,16,04/23/2022,0,5-17
2021 - 2022,METRO,ORANGE,16,04/23/2022,0,18-49
2021 - 2022,METRO,ORANGE,16,04/23/2022,0,50-64
2021 - 2022,METRO,ORANGE,16,04/23/2022,1,65+
2021 - 2022,METRO,ORANGE,17,04/30/2022,0,0-4
2021 - 2022,METRO,ORANGE,17,04/30/2022,0,5-17
2021 - 2022,METRO,ORANGE,17,04/30/2022,1,18-49
2021 - 2022,METRO,ORANGE,17,04/30/2022,1,50-64
2021 - 2022,METRO,ORANGE,17,04/30/2022,0,65+
2021 - 2022,METRO,ORANGE,18,05/07/2022,0,0-4
2021 - 2022,METRO,ORANGE,18,05/07/2022,0,5-17
2021 - 2022,METRO,ORANGE,18,05/07/2022,0,18-49
2021 - 2022,METRO,ORANGE,18,05/07/2022,2,50-64
2021 - 2022,METRO,ORANGE,18,05/07/2022,3,65+
2021 - 2022,METRO,ORANGE,19,05/14/2022,0,0-4
2021 - 2022,METRO,ORANGE,19,05/14/2022,0,5-17
2021 - 2022,METRO,ORANGE,19,05/14/2022,0,18-49
2021 - 2022,METRO,ORANGE,19,05/14/2022,3,50-64
2021 - 2022,METRO,ORANGE,19,05/14/2022,2,65+
2021 - 2022,METRO,ORANGE,20,05/21/2022,0,0-4
2021 - 2022,METRO,ORANGE,20,05/21/2022,0,5-17
2021 - 2022,METRO,ORANGE,20,05/21/2022,1,18-49
2021 - 2022,METRO,ORANGE,20,05/21/2022,1,50-64
2021 - 2022,METRO,ORANGE,20,05/21/2022,1,65+
2021 - 2022,METRO,ORANGE,21,05/28/2022,0,0-4
2021 - 2022,METRO,ORANGE,21,05/28/2022,0,5-17
2021 - 2022,METRO,ORANGE,21,05/28/2022,0,18-49
2021 - 2022,METRO,ORANGE,21,05/28/2022,0,50-64
2021 - 2022,METRO,ORANGE,21,05/28/2022,0,65+
2021 - 2022,METRO,ORANGE,22,06/04/2022,0,0-4
2021 - 2022,METRO,ORANGE,22,06/04/2022,0,5-17
2021 - 2022,METRO,ORANGE,22,06/04/2022,0,18-49
2021 - 2022,METRO,ORANGE,22,06/04/2022,0,50-64
2021 - 2022,METRO,ORANGE,22,06/04/2022,6,65+
2021 - 2022,METRO,ORANGE,23,06/11/2022,0,0-4
2021 - 2022,METRO,ORANGE,23,06/11/2022,0,5-17
2021 - 2022,METRO,ORANGE,23,06/11/2022,0,18-49
2021 - 2022,METRO,ORANGE,23,06/11/2022,0,50-64
2021 - 2022,METRO,ORANGE,23,06/11/2022,0,65+
2021 - 2022,METRO,ORANGE,24,06/18/2022,0,0-4
2021 - 2022,METRO,ORANGE,24,06/18/2022,0,5-17
2021 - 2022,METRO,ORANGE,24,06/18/2022,2,18-49
2021 - 2022,METRO,ORANGE,24,06/18/2022,0,50-64
2021 - 2022,METRO,ORANGE,24,06/18/2022,6,65+
2021 - 2022,METRO,ORANGE,25,06/25/2022,0,0-4
2021 - 2022,METRO,ORANGE,25,06/25/2022,0,5-17
2021 - 2022,METRO,ORANGE,25,06/25/2022,0,18-49
2021 - 2022,METRO,ORANGE,25,06/25/2022,0,50-64
2021 - 2022,METRO,ORANGE,25,06/25/2022,0,65+
2021 - 2022,METRO,PUTNAM,40,10/09/2021,0,0-4
2021 - 2022,METRO,PUTNAM,40,10/09/2021,0,5-17
2021 - 2022,METRO,PUTNAM,40,10/09/2021,0,18-49
2021 - 2022,METRO,PUTNAM,40,10/09/2021,0,50-64
2021 - 2022,METRO,PUTNAM,40,10/09/2021,0,65+
2021 - 2022,METRO,PUTNAM,41,10/16/2021,0,0-4
2021 - 2022,METRO,PUTNAM,41,10/16/2021,0,5-17
2021 - 2022,METRO,PUTNAM,41,10/16/2021,0,18-49
2021 - 2022,METRO,PUTNAM,41,10/16/2021,0,50-64
2021 - 2022,METRO,PUTNAM,41,10/16/2021,0,65+
2021 - 2022,METRO,PUTNAM,42,10/23/2021,0,0-4
2021 - 2022,METRO,PUTNAM,42,10/23/2021,0,5-17
2021 - 2022,METRO,PUTNAM,42,10/23/2021,0,18-49
2021 - 2022,METRO,PUTNAM,42,10/23/2021,0,50-64
2021 - 2022,METRO,PUTNAM,42,10/23/2021,0,65+
2021 - 2022,METRO,PUTNAM,43,10/30/2021,0,0-4
2021 - 2022,METRO,PUTNAM,43,10/30/2021,0,5-17
2021 - 2022,METRO,PUTNAM,43,10/30/2021,0,18-49
2021 - 2022,METRO,PUTNAM,43,10/30/2021,0,50-64
2021 - 2022,METRO,PUTNAM,43,10/30/2021,0,65+
2021 - 2022,METRO,PUTNAM,44,11/06/2021,0,0-4
2021 - 2022,METRO,PUTNAM,44,11/06/2021,0,5-17
2021 - 2022,METRO,PUTNAM,44,11/06/2021,0,18-49
2021 - 2022,METRO,PUTNAM,44,11/06/2021,0,50-64
2021 - 2022,METRO,PUTNAM,44,11/06/2021,0,65+
2021 - 2022,METRO,PUTNAM,45,11/13/2021,0,0-4
2021 - 2022,METRO,PUTNAM,45,11/13/2021,0,5-17
2021 - 2022,METRO,PUTNAM,45,11/13/2021,0,18-49
2021 - 2022,METRO,PUTNAM,45,11/13/2021,0,50-64
2021 - 2022,METRO,PUTNAM,45,11/13/2021,0,65+
2021 - 2022,METRO,PUTNAM,46,11/20/2021,0,0-4
2021 - 2022,METRO,PUTNAM,46,11/20/2021,0,5-17
2021 - 2022,METRO,PUTNAM,46,11/20/2021,0,18-49
2021 - 2022,METRO,PUTNAM,46,11/20/2021,0,50-64
2021 - 2022,METRO,PUTNAM,46,11/20/2021,0,65+
2021 - 2022,METRO,PUTNAM,47,11/27/2021,0,0-4
2021 - 2022,METRO,PUTNAM,47,11/27/2021,0,5-17
2021 - 2022,METRO,PUTNAM,47,11/27/2021,0,18-49
2021 - 2022,METRO,PUTNAM,47,11/27/2021,0,50-64
2021 - 2022,METRO,PUTNAM,47,11/27/2021,1,65+
2021 - 2022,METRO,PUTNAM,48,12/04/2021,0,0-4
2021 - 2022,METRO,PUTNAM,48,12/04/2021,0,5-17
2021 - 2022,METRO,PUTNAM,48,12/04/2021,0,18-49
2021 - 2022,METRO,PUTNAM,48,12/04/2021,0,50-64
2021 - 2022,METRO,PUTNAM,48,12/04/2021,2,65+
2021 - 2022,METRO,PUTNAM,49,12/11/2021,0,0-4
2021 - 2022,METRO,PUTNAM,49,12/11/2021,0,5-17
2021 - 2022,METRO,PUTNAM,49,12/11/2021,0,18-49
2021 - 2022,METRO,PUTNAM,49,12/11/2021,0,50-64
2021 - 2022,METRO,PUTNAM,49,12/11/2021,1,65+
2021 - 2022,METRO,PUTNAM,50,12/18/2021,0,0-4
2021 - 2022,METRO,PUTNAM,50,12/18/2021,0,5-17
2021 - 2022,METRO,PUTNAM,50,12/18/2021,0,18-49
2021 - 2022,METRO,PUTNAM,50,12/18/2021,0,50-64
2021 - 2022,METRO,PUTNAM,50,12/18/2021,0,65+
2021 - 2022,METRO,PUTNAM,51,12/25/2021,0,0-4
2021 - 2022,METRO,PUTNAM,51,12/25/2021,0,5-17
2021 - 2022,METRO,PUTNAM,51,12/25/2021,0,18-49
2021 - 2022,METRO,PUTNAM,51,12/25/2021,0,50-64
2021 - 2022,METRO,PUTNAM,51,12/25/2021,0,65+
2021 - 2022,METRO,PUTNAM,52,01/01/2022,0,0-4
2021 - 2022,METRO,PUTNAM,52,01/01/2022,0,5-17
2021 - 2022,METRO,PUTNAM,52,01/01/2022,1,18-49
2021 - 2022,METRO,PUTNAM,52,01/01/2022,1,50-64
2021 - 2022,METRO,PUTNAM,52,01/01/2022,0,65+
2021 - 2022,METRO,PUTNAM,1,01/08/2022,0,0-4
2021 - 2022,METRO,PUTNAM,1,01/08/2022,0,5-17
2021 - 2022,METRO,PUTNAM,1,01/08/2022,0,18-49
2021 - 2022,METRO,PUTNAM,1,01/08/2022,0,50-64
2021 - 2022,METRO,PUTNAM,1,01/08/2022,0,65+
2021 - 2022,METRO,PUTNAM,2,01/15/2022,0,0-4
2021 - 2022,METRO,PUTNAM,2,01/15/2022,0,5-17
2021 - 2022,METRO,PUTNAM,2,01/15/2022,0,18-49
2021 - 2022,METRO,PUTNAM,2,01/15/2022,0,50-64
2021 - 2022,METRO,PUTNAM,2,01/15/2022,1,65+
2021 - 2022,METRO,PUTNAM,3,01/22/2022,0,0-4
2021 - 2022,METRO,PUTNAM,3,01/22/2022,0,5-17
2021 - 2022,METRO,PUTNAM,3,01/22/2022,0,18-49
2021 - 2022,METRO,PUTNAM,3,01/22/2022,0,50-64
2021 - 2022,METRO,PUTNAM,3,01/22/2022,0,65+
2021 - 2022,METRO,PUTNAM,4,01/29/2022,0,0-4
2021 - 2022,METRO,PUTNAM,4,01/29/2022,0,5-17
2021 - 2022,METRO,PUTNAM,4,01/29/2022,0,18-49
2021 - 2022,METRO,PUTNAM,4,01/29/2022,0,50-64
2021 - 2022,METRO,PUTNAM,4,01/29/2022,1,65+
2021 - 2022,METRO,PUTNAM,6,02/12/2022,0,0-4
2021 - 2022,METRO,PUTNAM,6,02/12/2022,0,5-17
2021 - 2022,METRO,PUTNAM,6,02/12/2022,0,18-49
2021 - 2022,METRO,PUTNAM,6,02/12/2022,0,50-64
2021 - 2022,METRO,PUTNAM,6,02/12/2022,0,65+
2021 - 2022,METRO,PUTNAM,7,02/19/2022,0,0-4
2021 - 2022,METRO,PUTNAM,7,02/19/2022,0,5-17
2021 - 2022,METRO,PUTNAM,7,02/19/2022,0,18-49
2021 - 2022,METRO,PUTNAM,7,02/19/2022,0,50-64
2021 - 2022,METRO,PUTNAM,7,02/19/2022,0,65+
2021 - 2022,METRO,PUTNAM,8,02/26/2022,0,0-4
2021 - 2022,METRO,PUTNAM,8,02/26/2022,0,5-17
2021 - 2022,METRO,PUTNAM,8,02/26/2022,0,18-49
2021 - 2022,METRO,PUTNAM,8,02/26/2022,0,50-64
2021 - 2022,METRO,PUTNAM,8,02/26/2022,0,65+
2021 - 2022,METRO,PUTNAM,9,03/05/2022,0,0-4
2021 - 2022,METRO,PUTNAM,9,03/05/2022,0,5-17
2021 - 2022,METRO,PUTNAM,9,03/05/2022,0,18-49
2021 - 2022,METRO,PUTNAM,9,03/05/2022,0,50-64
2021 - 2022,METRO,PUTNAM,9,03/05/2022,0,65+
2021 - 2022,METRO,PUTNAM,10,03/12/2022,0,0-4
2021 - 2022,METRO,PUTNAM,10,03/12/2022,0,5-17
