Season,Region,County,CDC Week,Week Ending Date,Count,Age Group
2021 - 2022,METRO,PUTNAM,10,03/12/2022,0,18-49
2021 - 2022,METRO,PUTNAM,10,03/12/2022,0,50-64
2021 - 2022,METRO,PUTNAM,10,03/12/2022,0,65+
2021 - 2022,METRO,PUTNAM,11,03/19/2022,0,0-4
2021 - 2022,METRO,PUTNAM,11,03/19/2022,0,5-17
2021 - 2022,METRO,PUTNAM,11,03/19/2022,0,18-49
2021 - 2022,METRO,PUTNAM,11,03/19/2022,0,50-64
2021 - 2022,METRO,PUTNAM,11,03/19/2022,0,65+
2021 - 2022,METRO,PUTNAM,12,03/26/2022,0,0-4
2021 - 2022,METRO,PUTNAM,12,03/26/2022,0,5-17
2021 - 2022,METRO,PUTNAM,12,03/26/2022,0,18-49
2021 - 2022,METRO,PUTNAM,12,03/26/2022,0,50-64
2021 - 2022,METRO,PUTNAM,12,03/26/2022,0,65+
2021 - 2022,METRO,PUTNAM,13,04/02/2022,0,0-4
2021 - 2022,METRO,PUTNAM,13,04/02/2022,0,5-17
2021 - 2022,METRO,PUTNAM,13,04/02/2022,0,18-49
2021 - 2022,METRO,PUTNAM,13,04/02/2022,0,50-64
2021 - 2022,METRO,PUTNAM,13,04/02/2022,0,65+
2021 - 2022,METRO,PUTNAM,14,04/09/2022,0,0-4
2021 - 2022,METRO,PUTNAM,14,04/09/2022,0,5-17
2021 - 2022,METRO,PUTNAM,14,04/09/2022,0,18-49
2021 - 2022,METRO,PUTNAM,14,04/09/2022,0,50-64
2021 - 2022,METRO,PUTNAM,14,04/09/2022,3,65+
2021 - 2022,METRO,PUTNAM,15,04/16/2022,0,0-4
2021 - 2022,METRO,PUTNAM,15,04/16/2022,0,5-17
2021 - 2022,METRO,PUTNAM,15,04/16/2022,1,18-49
2021 - 2022,METRO,PUTNAM,15,04/16/2022,0,50-64
2021 - 2022,METRO,PUTNAM,15,04/16/2022,0,65+
2021 - 2022,METRO,PUTNAM,16,04/23/2022,0,0-4
2021 - 2022,METRO,PUTNAM,16,04/23/2022,0,5-17
2021 - 2022,METRO,PUTNAM,16,04/23/2022,1,18-49
2021 - 2022,METRO,PUTNAM,16,04/23/2022,0,50-64
2021 - 2022,METRO,PUTNAM,16,04/23/2022,2,65+
2021 - 2022,METRO,PUTNAM,17,04/30/2022,0,0-4
2021 - 2022,METRO,PUTNAM,17,04/30/2022,0,5-17
2021 - 2022,METRO,PUTNAM,17,04/30/2022,0,18-49
2021 - 2022,METRO,PUTNAM,17,04/30/2022,0,50-64
2021 - 2022,METRO,PUTNAM,17,04/30/2022,2,65+
2021 - 2022,METRO,PUTNAM,18,05/07/2022,0,0-4
2021 - 2022,METRO,PUTNAM,18,05/07/2022,0,5-17
2021 - 2022,METRO,PUTNAM,18,05/07/2022,0,18-49
2021 - 2022,METRO,PUTNAM,18,05/07/2022,0,50-64
2021 - 2022,METRO,PUTNAM,18,05/07/2022,0,65+
2021 - 2022,METRO,PUTNAM,19,05/14/2022,0,0-4
2021 - 2022,METRO,PUTNAM,19,05/14/2022,0,5-17
2021 - 2022,METRO,PUTNAM,19,05/14/2022,1,18-49
2021 - 2022,METRO,PUTNAM,19,05/14/2022,0,50-64
2021 - 2022,METRO,PUTNAM,19,05/14/2022,1,65+
2021 - 2022,METRO,PUTNAM,20,05/21/2022,0,0-4
2021 - 2022,METRO,PUTNAM,20,05/21/2022,0,5-17
2021 - 2022,METRO,PUTNAM,20,05/21/2022,0,18-49
2021 - 2022,METRO,PUTNAM,20,05/21/2022,0,50-64
2021 - 2022,METRO,PUTNAM,20,05/21/2022,0,65+
2021 - 2022,METRO,PUTNAM,21,05/28/2022,0,0-4
2021 - 2022,METRO,PUTNAM,21,05/28/2022,0,5-17
2021 - 2022,METRO,PUTNAM,21,05/28/2022,0,18-49
2021 - 2022,METRO,PUTNAM,21,05/28/2022,0,50-64
2021 - 2022,METRO,PUTNAM,21,05/28/2022,1,65+
2021 - 2022,METRO,PUTNAM,22,06/04/2022,0,0-4
2021 - 2022,METRO,PUTNAM,22,06/04/2022,0,5-17
2021 - 2022,METRO,PUTNAM,22,06/04/2022,0,18-49
2021 - 2022,METRO,PUTNAM,22,06/04/2022,0,50-64
2021 - 2022,METRO,PUTNAM,22,06/04/2022,2,65+
2021 - 2022,METRO,PUTNAM,23,06/11/2022,0,0-4
2021 - 2022,METRO,PUTNAM,23,06/11/2022,0,5-17
2021 - 2022,METRO,PUTNAM,23,06/11/2022,0,18-49
2021 - 2022,METRO,PUTNAM,23,06/11/2022,0,50-64
2021 - 2022,METRO,PUTNAM,23,06/11/2022,0,65+
2021 - 2022,METRO,PUTNAM,24,06/18/2022,0,0-4
2021 - 2022,METRO,PUTNAM,24,06/18/2022,0,5-17
2021 - 2022,METRO,PUTNAM,24,06/18/2022,0,18-49
2021 - 2022,METRO,PUTNAM,24,06/18/2022,0,50-64
2021 - 2022,METRO,PUTNAM,24,06/18/2022,1,65+
2021 - 2022,METRO,PUTNAM,25,06/25/2022,0,0-4
2021 - 2022,METRO,PUTNAM,25,06/25/2022,0,5-17
2021 - 2022,METRO,PUTNAM,25,06/25/2022,0,18-49
2021 - 2022,METRO,PUTNAM,25,06/25/2022,0,50-64
2021 - 2022,METRO,PUTNAM,25,06/25/2022,1,65+
2021 - 2022,METRO,ROCKLAND,40,10/09/2021,0,0-4
2021 - 2022,METRO,ROCKLAND,40,10/09/2021,0,5-17
2021 - 2022,METRO,ROCKLAND,40,10/09/2021,0,18-49
2021 - 2022,METRO,ROCKLAND,40,10/09/2021,0,50-64
2021 - 2022,METRO,ROCKLAND,40,10/09/2021,0,65+
2021 - 2022,METRO,ROCKLAND,41,10/16/2021,0,0-4
2021 - 2022,METRO,ROCKLAND,41,10/16/2021,0,5-17
2021 - 2022,METRO,ROCKLAND,41,10/16/2021,0,18-49
2021 - 2022,METRO,ROCKLAND,41,10/16/2021,0,50-64
2021 - 2022,METRO,ROCKLAND,41,10/16/2021,0,65+
2021 - 2022,METRO,ROCKLAND,42,10/23/2021,0,0-4
2021 - 2022,METRO,ROCKLAND,42,10/23/2021,0,5-17
2021 - 2022,METRO,ROCKLAND,42,10/23/2021,0,18-49
2021 - 2022,METRO,ROCKLAND,42,10/23/2021,0,50-64
2021 - 2022,METRO,ROCKLAND,42,10/23/2021,0,65+
2021 - 2022,METRO,ROCKLAND,43,10/30/2021,0,0-4
2021 - 2022,METRO,ROCKLAND,43,10/30/2021,0,5-17
2021 - 2022,METRO,ROCKLAND,43,10/30/2021,0,18-49
2021 - 2022,METRO,ROCKLAND,43,10/30/2021,0,50-64
2021 - 2022,METRO,ROCKLAND,43,10/30/2021,0,65+
2021 - 2022,METRO,ROCKLAND,44,11/06/2021,0,0-4
2021 - 2022,METRO,ROCKLAND,44,11/06/2021,0,5-17
2021 - 2022,METRO,ROCKLAND,44,11/06/2021,0,18-49
2021 - 2022,METRO,ROCKLAND,44,11/06/2021,0,50-64
2021 - 2022,METRO,ROCKLAND,44,11/06/2021,0,65+
2021 - 2022,METRO,ROCKLAND,45,11/13/2021,0,0-4
2021 - 2022,METRO,ROCKLAND,45,11/13/2021,0,5-17
2021 - 2022,METRO,ROCKLAND,45,11/13/2021,0,18-49
2021 - 2022,METRO,ROCKLAND,45,11/13/2021,0,50-64
2021 - 2022,METRO,ROCKLAND,45,11/13/2021,1,65+
2021 - 2022,METRO,ROCKLAND,46,11/20/2021,0,0-4
2021 - 2022,METRO,ROCKLAND,46,11/20/2021,0,5-17
2021 - 2022,METRO,ROCKLAND,46,11/20/2021,0,18-49
2021 - 2022,METRO,ROCKLAND,46,11/20/2021,0,50-64
2021 - 2022,METRO,ROCKLAND,46,11/20/2021,0,65+
2021 - 2022,METRO,ROCKLAND,47,11/27/2021,0,0-4
2021 - 2022,METRO,ROCKLAND,47,11/27/2021,0,5-17
2021 - 2022,METRO,ROCKLAND,47,11/27/2021,0,18-49
2021 - 2022,METRO,ROCKLAND,47,11/27/2021,0,50-64
2021 - 2022,METRO,ROCKLAND,47,11/27/2021,0,65+
2021 - 2022,METRO,ROCKLAND,48,12/04/2021,0,0-4
2021 - 2022,METRO,ROCKLAND,48,12/04/2021,0,5-17
2021 - 2022,METRO,ROCKLAND,48,12/04/2021,0,18-49
2021 - 2022,METRO,ROCKLAND,48,12/04/2021,0,50-64
2021 - 2022,METRO,ROCKLAND,48,12/04/2021,2,65+
2021 - 2022,METRO,ROCKLAND,49,12/11/2021,0,0-4
2021 - 2022,METRO,ROCKLAND,49,12/11/2021,0,5-17
2021 - 2022,METRO,ROCKLAND,49,12/11/2021,0,18-49
2021 - 2022,METRO,ROCKLAND,49,12/11/2021,0,50-64
2021 - 2022,METRO,ROCKLAND,49,12/11/2021,1,65+
2021 - 2022,METRO,ROCKLAND,50,12/18/2021,0,0-4
2021 - 2022,METRO,ROCKLAND,50,12/18/2021,0,5-17
2021 - 2022,METRO,ROCKLAND,50,12/18/2021,2,18-49
2021 - 2022,METRO,ROCKLAND,50,12/18/2021,0,50-64
2021 - 2022,METRO,ROCKLAND,50,12/18/2021,2,65+
2021 - 2022,METRO,ROCKLAND,51,12/25/2021,0,0-4
2021 - 2022,METRO,ROCKLAND,51,12/25/2021,0,5-17
2021 - 2022,METRO,ROCKLAND,51,12/25/2021,3,18-49
2021 - 2022,METRO,ROCKLAND,51,12/25/2021,0,50-64
2021 - 2022,METRO,ROCKLAND,51,12/25/2021,3,65+
2021 - 2022,METRO,ROCKLAND,52,01/01/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,52,01/01/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,52,01/01/2022,4,18-49
2021 - 2022,METRO,ROCKLAND,52,01/01/2022,0,50-64
2021 - 2022,METRO,ROCKLAND,52,01/01/2022,6,65+
2021 - 2022,METRO,ROCKLAND,1,01/08/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,1,01/08/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,1,01/08/2022,0,18-49
2021 - 2022,METRO,ROCKLAND,1,01/08/2022,0,50-64
2021 - 2022,METRO,ROCKLAND,1,01/08/2022,2,65+
2021 - 2022,METRO,ROCKLAND,2,01/15/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,2,01/15/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,2,01/15/2022,1,18-49
2021 - 2022,METRO,ROCKLAND,2,01/15/2022,0,50-64
2021 - 2022,METRO,ROCKLAND,2,01/15/2022,0,65+
2021 - 2022,METRO,ROCKLAND,3,01/22/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,3,01/22/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,3,01/22/2022,0,18-49
2021 - 2022,METRO,ROCKLAND,3,01/22/2022,0,50-64
2021 - 2022,METRO,ROCKLAND,3,01/22/2022,0,65+
2021 - 2022,METRO,ROCKLAND,4,01/29/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,4,01/29/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,4,01/29/2022,0,18-49
2021 - 2022,METRO,ROCKLAND,4,01/29/2022,0,50-64
2021 - 2022,METRO,ROCKLAND,4,01/29/2022,0,65+
2021 - 2022,METRO,ROCKLAND,5,02/05/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,5,02/05/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,5,02/05/2022,0,18-49
2021 - 2022,METRO,ROCKLAND,5,02/05/2022,0,50-64
2021 - 2022,METRO,ROCKLAND,5,02/05/2022,0,65+
2021 - 2022,METRO,ROCKLAND,6,02/12/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,6,02/12/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,6,02/12/2022,0,18-49
2021 - 2022,METRO,ROCKLAND,6,02/12/2022,0,50-64
2021 - 2022,METRO,ROCKLAND,6,02/12/2022,0,65+
2021 - 2022,METRO,ROCKLAND,7,02/19/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,7,02/19/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,7,02/19/2022,0,18-49
2021 - 2022,METRO,ROCKLAND,7,02/19/2022,0,50-64
2021 - 2022,METRO,ROCKLAND,7,02/19/2022,0,65+
2021 - 2022,METRO,ROCKLAND,8,02/26/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,8,02/26/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,8,02/26/2022,0,18-49
2021 - 2022,METRO,ROCKLAND,8,02/26/2022,0,50-64
2021 - 2022,METRO,ROCKLAND,8,02/26/2022,0,65+
2021 - 2022,METRO,ROCKLAND,9,03/05/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,9,03/05/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,9,03/05/2022,0,18-49
2021 - 2022,METRO,ROCKLAND,9,03/05/2022,0,50-64
2021 - 2022,METRO,ROCKLAND,9,03/05/2022,0,65+
2021 - 2022,METRO,ROCKLAND,10,03/12/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,10,03/12/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,10,03/12/2022,0,18-49
2021 - 2022,METRO,ROCKLAND,10,03/12/2022,0,50-64
2021 - 2022,METRO,ROCKLAND,10,03/12/2022,0,65+
2021 - 2022,METRO,ROCKLAND,11,03/19/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,11,03/19/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,11,03/19/2022,0,18-49
2021 - 2022,METRO,ROCKLAND,11,03/19/2022,0,50-64
2021 - 2022,METRO,ROCKLAND,11,03/19/2022,0,65+
2021 - 2022,METRO,ROCKLAND,12,03/26/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,12,03/26/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,12,03/26/2022,0,18-49
2021 - 2022,METRO,ROCKLAND,12,03/26/2022,0,50-64
2021 - 2022,METRO,ROCKLAND,12,03/26/2022,0,65+
2021 - 2022,METRO,ROCKLAND,13,04/02/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,13,04/02/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,13,04/02/2022,0,18-49
2021 - 2022,METRO,ROCKLAND,13,04/02/2022,0,50-64
2021 - 2022,METRO,ROCKLAND,13,04/02/2022,1,65+
2021 - 2022,METRO,ROCKLAND,14,04/09/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,14,04/09/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,14,04/09/2022,3,18-49
2021 - 2022,METRO,ROCKLAND,14,04/09/2022,0,50-64
2021 - 2022,METRO,ROCKLAND,14,04/09/2022,1,65+
2021 - 2022,METRO,ROCKLAND,15,04/16/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,15,04/16/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,15,04/16/2022,0,18-49
2021 - 2022,METRO,ROCKLAND,15,04/16/2022,0,50-64
2021 - 2022,METRO,ROCKLAND,15,04/16/2022,1,65+
2021 - 2022,METRO,ROCKLAND,16,04/23/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,16,04/23/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,16,04/23/2022,0,18-49
2021 - 2022,METRO,ROCKLAND,16,04/23/2022,0,50-64
2021 - 2022,METRO,ROCKLAND,16,04/23/2022,0,65+
2021 - 2022,METRO,ROCKLAND,17,04/30/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,17,04/30/2022,1,5-17
2021 - 2022,METRO,ROCKLAND,17,04/30/2022,2,18-49
2021 - 2022,METRO,ROCKLAND,17,04/30/2022,1,50-64
2021 - 2022,METRO,ROCKLAND,17,04/30/2022,1,65+
2021 - 2022,METRO,ROCKLAND,18,05/07/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,18,05/07/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,18,05/07/2022,0,18-49
2021 - 2022,METRO,ROCKLAND,18,05/07/2022,1,50-64
2021 - 2022,METRO,ROCKLAND,18,05/07/2022,0,65+
2021 - 2022,METRO,ROCKLAND,19,05/14/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,19,05/14/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,19,05/14/2022,0,18-49
2021 - 2022,METRO,ROCKLAND,19,05/14/2022,1,50-64
2021 - 2022,METRO,ROCKLAND,19,05/14/2022,2,65+
2021 - 2022,METRO,ROCKLAND,20,05/21/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,20,05/21/2022,1,5-17
2021 - 2022,METRO,ROCKLAND,20,05/21/2022,2,18-49
2021 - 2022,METRO,ROCKLAND,20,05/21/2022,1,50-64
2021 - 2022,METRO,ROCKLAND,20,05/21/2022,6,65+
2021 - 2022,METRO,ROCKLAND,21,05/28/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,21,05/28/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,21,05/28/2022,0,18-49
2021 - 2022,METRO,ROCKLAND,21,05/28/2022,1,50-64
2021 - 2022,METRO,ROCKLAND,21,05/28/2022,2,65+
2021 - 2022,METRO,ROCKLAND,22,06/04/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,22,06/04/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,22,06/04/2022,0,18-49
2021 - 2022,METRO,ROCKLAND,22,06/04/2022,0,50-64
2021 - 2022,METRO,ROCKLAND,22,06/04/2022,3,65+
2021 - 2022,METRO,ROCKLAND,23,06/11/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,23,06/11/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,23,06/11/2022,1,18-49
2021 - 2022,METRO,ROCKLAND,23,06/11/2022,1,50-64
2021 - 2022,METRO,ROCKLAND,23,06/11/2022,0,65+
2021 - 2022,METRO,ROCKLAND,24,06/18/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,24,06/18/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,24,06/18/2022,0,18-49
2021 - 2022,METRO,ROCKLAND,24,06/18/2022,0,50-64
2021 - 2022,METRO,ROCKLAND,24,06/18/2022,1,65+
2021 - 2022,METRO,ROCKLAND,25,06/25/2022,0,0-4
2021 - 2022,METRO,ROCKLAND,25,06/25/2022,0,5-17
2021 - 2022,METRO,ROCKLAND,25,06/25/2022,0,18-49
2021 - 2022,METRO,ROCKLAND,25,06/25/2022,0,50-64
2021 - 2022,METRO,ROCKLAND,25,06/25/2022,0,65+
2021 - 2022,METRO,SUFFOLK,40,10/09/2021,0,0-4
2021 - 2022,METRO,SUFFOLK,40,10/09/2021,0,5-17
2021 - 2022,METRO,SUFFOLK,40,10/09/2021,1,18-49
2021 - 2022,METRO,SUFFOLK,40,10/09/2021,0,50-64
2021 - 2022,METRO,SUFFOLK,40,10/09/2021,0,65+
2021 - 2022,METRO,SUFFOLK,41,10/16/2021,0,0-4
2021 - 2022,METRO,SUFFOLK,41,10/16/2021,0,5-17
2021 - 2022,METRO,SUFFOLK,41,10/16/2021,0,18-49
2021 - 2022,METRO,SUFFOLK,41,10/16/2021,0,50-64
2021 - 2022,METRO,SUFFOLK,41,10/16/2021,0,65+
2021 - 2022,METRO,SUFFOLK,42,10/23/2021,0,0-4
2021 - 2022,METRO,SUFFOLK,42,10/23/2021,0,5-17
2021 - 2022,METRO,SUFFOLK,42,10/23/2021,1,18-49
2021 - 2022,METRO,SUFFOLK,42,10/23/2021,0,50-64
2021 - 2022,METRO,SUFFOLK,42,10/23/2021,1,65+
2021 - 2022,METRO,SUFFOLK,43,10/30/2021,0,0-4
2021 - 2022,METRO,SUFFOLK,43,10/30/2021,0,5-17
2021 - 2022,METRO,SUFFOLK,43,10/30/2021,1,18-49
2021 - 2022,METRO,SUFFOLK,43,10/30/2021,0,50-64
2021 - 2022,METRO,SUFFOLK,43,10/30/2021,0,65+
2021 - 2022,METRO,SUFFOLK,44,11/06/2021,0,0-4
2021 - 2022,METRO,SUFFOLK,44,11/06/2021,0,5-17
2021 - 2022,METRO,SUFFOLK,44,11/06/2021,0,18-49
2021 - 2022,METRO,SUFFOLK,44,11/06/2021,0,50-64
2021 - 2022,METRO,SUFFOLK,44,11/06/2021,3,65+
2021 - 2022,METRO,SUFFOLK,45,11/13/2021,0,0-4
2021 - 2022,METRO,SUFFOLK,45,11/13/2021,0,5-17
2021 - 2022,METRO,SUFFOLK,45,11/13/2021,0,18-49
2021 - 2022,METRO,SUFFOLK,45,11/13/2021,0,50-64
2021 - 2022,METRO,SUFFOLK,45,11/13/2021,1,65+
2021 - 2022,METRO,SUFFOLK,46,11/20/2021,0,0-4
2021 - 2022,METRO,SUFFOLK,46,11/20/2021,0,5-17
2021 - 2022,METRO,SUFFOLK,46,11/20/2021,0,18-49
2021 - 2022,METRO,SUFFOLK,46,11/20/2021,0,50-64
2021 - 2022,METRO,SUFFOLK,46,11/20/2021,3,65+
2021 - 2022,METRO,SUFFOLK,47,11/27/2021,0,0-4
2021 - 2022,METRO,SUFFOLK,47,11/27/2021,0,5-17
2021 - 2022,METRO,SUFFOLK,47,11/27/2021,0,18-49
2021 - 2022,METRO,SUFFOLK,47,11/27/2021,1,50-64
2021 - 2022,METRO,SUFFOLK,47,11/27/2021,4,65+
2021 - 2022,METRO,SUFFOLK,48,12/04/2021,1,0-4
2021 - 2022,METRO,SUFFOLK,48,12/04/2021,0,5-17
2021 - 2022,METRO,SUFFOLK,48,12/04/2021,0,18-49
2021 - 2022,METRO,SUFFOLK,48,12/04/2021,1,50-64
2021 - 2022,METRO,SUFFOLK,48,12/04/2021,5,65+
2021 - 2022,METRO,SUFFOLK,49,12/11/2021,1,0-4
2021 - 2022,METRO,SUFFOLK,49,12/11/2021,1,5-17
2021 - 2022,METRO,SUFFOLK,49,12/11/2021,4,18-49
2021 - 2022,METRO,SUFFOLK,49,12/11/2021,3,50-64
2021 - 2022,METRO,SUFFOLK,49,12/11/2021,20,65+
2021 - 2022,METRO,SUFFOLK,50,12/18/2021,1,0-4
2021 - 2022,METRO,SUFFOLK,50,12/18/2021,1,5-17
2021 - 2022,METRO,SUFFOLK,50,12/18/2021,3,18-49
2021 - 2022,METRO,SUFFOLK,50,12/18/2021,3,50-64
2021 - 2022,METRO,SUFFOLK,50,12/18/2021,10,65+
2021 - 2022,METRO,SUFFOLK,51,12/25/2021,2,0-4
2021 - 2022,METRO,SUFFOLK,51,12/25/2021,0,5-17
2021 - 2022,METRO,SUFFOLK,51,12/25/2021,3,18-49
2021 - 2022,METRO,SUFFOLK,51,12/25/2021,2,50-64
2021 - 2022,METRO,SUFFOLK,51,12/25/2021,9,65+
2021 - 2022,METRO,SUFFOLK,52,01/01/2022,3,0-4
2021 - 2022,METRO,SUFFOLK,52,01/01/2022,0,5-17
2021 - 2022,METRO,SUFFOLK,52,01/01/2022,3,18-49
2021 - 2022,METRO,SUFFOLK,52,01/01/2022,2,50-64
2021 - 2022,METRO,SUFFOLK,52,01/01/2022,10,65+
2021 - 2022,METRO,SUFFOLK,1,01/08/2022,0,0-4
2021 - 2022,METRO,SUFFOLK,1,01/08/2022,0,5-17
2021 - 2022,METRO,SUFFOLK,1,01/08/2022,4,18-49
2021 - 2022,METRO,SUFFOLK,1,01/08/2022,1,50-64
2021 - 2022,METRO,SUFFOLK,1,01/08/2022,4,65+
2021 - 2022,METRO,SUFFOLK,2,01/15/2022,0,0-4
2021 - 2022,METRO,SUFFOLK,2,01/15/2022,0,5-17
2021 - 2022,METRO,SUFFOLK,2,01/15/2022,1,18-49
2021 - 2022,METRO,SUFFOLK,2,01/15/2022,0,50-64
2021 - 2022,METRO,SUFFOLK,2,01/15/2022,2,65+
2021 - 2022,METRO,SUFFOLK,3,01/22/2022,0,0-4
2021 - 2022,METRO,SUFFOLK,3,01/22/2022,0,5-17
2021 - 2022,METRO,SUFFOLK,3,01/22/2022,0,18-49
2021 - 2022,METRO,SUFFOLK,3,01/22/2022,0,50-64
2021 - 2022,METRO,SUFFOLK,3,01/22/2022,0,65+
2021 - 2022,METRO,SUFFOLK,4,01/29/2022,0,0-4
2021 - 2022,METRO,SUFFOLK,4,01/29/2022,0,5-17
2021 - 2022,METRO,SUFFOLK,4,01/29/2022,0,18-49
2021 - 2022,METRO,SUFFOLK,4,01/29/2022,0,50-64
2021 - 2022,METRO,SUFFOLK,4,01/29/2022,2,65+
2021 - 2022,METRO,SUFFOLK,5,02/05/2022,0,0-4
2021 - 2022,METRO,SUFFOLK,5,02/05/2022,0,5-17
2021 - 2022,METRO,SUFFOLK,5,02/05/2022,1,18-49
2021 - 2022,METRO,SUFFOLK,5,02/05/2022,0,50-64
2021 - 2022,METRO,SUFFOLK,5,02/05/2022,1,65+
2021 - 2022,METRO,SUFFOLK,6,02/12/2022,0,0-4
2021 - 2022,METRO,SUFFOLK,6,02/12/2022,0,5-17
2021 - 2022,METRO,SUFFOLK,6,02/12/2022,0,18-49
2021 - 2022,METRO,SUFFOLK,6,02/12/2022,0,50-64
2021 - 2022,METRO,SUFFOLK,6,02/12/2022,1,65+
2021 - 2022,METRO,SUFFOLK,7,02/19/2022,0,0-4
2021 - 2022,METRO,SUFFOLK,7,02/19/2022,0,5-17
2021 - 2022,METRO,SUFFOLK,7,02/19/2022,2,18-49
2021 - 2022,METRO,SUFFOLK,7,02/19/2022,0,50-64
2021 - 2022,METRO,SUFFOLK,7,02/19/2022,4,65+
2021 - 2022,METRO,SUFFOLK,8,02/26/2022,0,0-4
2021 - 2022,METRO,SUFFOLK,8,02/26/2022,0,5-17
2021 - 2022,METRO,SUFFOLK,8,02/26/2022,1,18-49
2021 - 2022,METRO,SUFFOLK,8,02/26/2022,2,50-64
2021 - 2022,METRO,SUFFOLK,8,02/26/2022,2,65+
2021 - 2022,METRO,SUFFOLK,9,03/05/2022,0,0-4
2021 - 2022,METRO,SUFFOLK,9,03/05/2022,1,5-17
2021 - 2022,METRO,SUFFOLK,9,03/05/2022,2,18-49
2021 - 2022,METRO,SUFFOLK,9,03/05/2022,1,50-64
2021 - 2022,METRO,SUFFOLK,9,03/05/2022,2,65+
2021 - 2022,METRO,SUFFOLK,10,03/12/2022,4,0-4
2021 - 2022,METRO,SUFFOLK,10,03/12/2022,1,5-17
2021 - 2022,METRO,SUFFOLK,10,03/12/2022,0,18-49
2021 - 2022,METRO,SUFFOLK,10,03/12/2022,2,50-64
2021 - 2022,METRO,SUFFOLK,10,03/12/2022,4,65+
2021 - 2022,METRO,SUFFOLK,11,03/19/2022,1,0-4
2021 - 2022,METRO,SUFFOLK,11,03/19/2022,0,5-17
2021 - 2022,METRO,SUFFOLK,11,03/19/2022,7,18-49
2021 - 2022,METRO,SUFFOLK,11,03/19/2022,1,50-64
2021 - 2022,METRO,SUFFOLK,11,03/19/2022,7,65+
2021 - 2022,METRO,SUFFOLK,12,03/26/2022,2,0-4
2021 - 2022,METRO,SUFFOLK,12,03/26/2022,1,5-17
2021 - 2022,METRO,SUFFOLK,12,03/26/2022,6,18-49
2021 - 2022,METRO,SUFFOLK,12,03/26/2022,2,50-64
2021 - 2022,METRO,SUFFOLK,12,03/26/2022,6,65+
2021 - 2022,METRO,SUFFOLK,13,04/02/2022,7,0-4
2021 - 2022,METRO,SUFFOLK,13,04/02/2022,2,5-17
2021 - 2022,METRO,SUFFOLK,13,04/02/2022,3,18-49
2021 - 2022,METRO,SUFFOLK,13,04/02/2022,3,50-64
2021 - 2022,METRO,SUFFOLK,13,04/02/2022,18,65+
2021 - 2022,METRO,SUFFOLK,14,04/09/2022,3,0-4
2021 - 2022,METRO,SUFFOLK,14,04/09/2022,7,5-17
2021 - 2022,METRO,SUFFOLK,14,04/09/2022,16,18-49
2021 - 2022,METRO,SUFFOLK,14,04/09/2022,5,50-64
2021 - 2022,METRO,SUFFOLK,14,04/09/2022,40,65+
